#--------------------------------------------------------------------
#Temperature Measurments using a Lakeshore Temperature Monitor 218 1-4 DT-670,5-6 Cernox
#Type of file: Complete Data
#Sensors: Sensor 1 -- Diode1  Sensor 2 -- Diode2  Sensor 3 -- Diode3  Sensor 4 -- Diode4  Sensor 5 -- Cernox5  Sensor 6 -- Cernox6  
#Date: 07-05-2021 15:46:31
#--------------------------------------------------------------------

#    Time	Sensor 1	Sensor 2	Sensor 3	Sensor 4	Sensor 5	Sensor 6	
   1045.06	+294.41	+294.37	+295.14	+294.40	+286.43	+286.07
   1045.96	+294.41	+294.37	+295.14	+294.40	+286.44	+286.13
   1046.87	+294.41	+294.37	+295.14	+294.40	+286.38	+285.99
   1047.77	+294.41	+294.37	+295.14	+294.40	+286.39	+286.03
   1048.67	+294.41	+294.36	+295.15	+294.40	+286.31	+285.99
   1049.58	+294.41	+294.36	+295.15	+294.40	+286.33	+285.97
   1050.49	+294.41	+294.36	+295.15	+294.40	+286.49	+286.09
   1051.39	+294.41	+294.36	+295.15	+294.40	+286.42	+286.05
   1052.30	+294.41	+294.36	+295.15	+294.40	+286.41	+286.15
   1053.20	+294.41	+294.36	+295.14	+294.40	+286.38	+286.10
   1054.10	+294.41	+294.37	+295.15	+294.40	+286.40	+286.11
   1055.01	+294.41	+294.37	+295.14	+294.40	+286.41	+286.10
   1055.91	+294.41	+294.37	+295.14	+294.40	+286.45	+286.06
   1056.82	+294.41	+294.37	+295.14	+294.40	+286.30	+285.98
   1057.72	+294.41	+294.37	+295.15	+294.40	+286.34	+286.08
   1058.63	+294.41	+294.36	+295.15	+294.40	+286.31	+285.87
   1059.53	+294.41	+294.36	+295.15	+294.40	+286.32	+286.06
   1060.44	+294.41	+294.36	+295.15	+294.40	+286.49	+286.11
   1061.34	+294.41	+294.36	+295.15	+294.40	+286.34	+285.90
   1062.25	+294.41	+294.36	+295.15	+294.40	+286.22	+286.11
   1063.15	+294.41	+294.37	+295.15	+294.40	+286.33	+285.96
   1064.05	+294.41	+294.37	+295.15	+294.40	+286.49	+286.12
   1064.96	+294.41	+294.37	+295.15	+294.40	+286.30	+285.97
   1065.86	+294.41	+294.37	+295.15	+294.40	+286.33	+285.86
   1066.77	+294.41	+294.37	+295.15	+294.40	+285.86	+285.56
   1067.67	+294.41	+294.36	+295.15	+294.40	+286.35	+285.93
   1068.58	+294.41	+294.36	+295.15	+294.40	+286.47	+286.09
   1069.48	+294.41	+294.36	+295.15	+294.40	+286.36	+285.97
   1070.39	+294.41	+294.36	+295.15	+294.40	+286.42	+286.08
   1071.29	+294.41	+294.36	+295.15	+294.40	+286.31	+286.09
   1072.20	+294.41	+294.37	+295.15	+294.40	+286.23	+286.01
   1073.10	+294.41	+294.37	+295.15	+294.40	+286.53	+286.29
   1074.01	+294.41	+294.37	+295.15	+294.40	+286.34	+285.99
   1074.91	+294.41	+294.37	+295.15	+294.40	+286.41	+286.06
   1075.82	+294.41	+294.37	+295.15	+294.40	+286.31	+286.11
   1076.73	+294.41	+294.37	+295.15	+294.40	+286.42	+286.02
   1077.63	+294.41	+294.37	+295.15	+294.40	+286.48	+286.01
   1078.54	+294.41	+294.36	+295.15	+294.40	+286.36	+286.07
   1079.44	+294.41	+294.36	+295.15	+294.40	+286.38	+286.00
   1080.34	+294.41	+294.36	+295.15	+294.40	+286.32	+285.90
   1081.25	+294.41	+294.36	+295.15	+294.40	+286.31	+285.99
   1082.16	+294.41	+294.37	+295.15	+294.40	+286.35	+286.18
   1083.06	+294.40	+294.37	+295.15	+294.40	+286.36	+286.16
   1083.96	+294.41	+294.37	+295.15	+294.40	+286.45	+286.14
   1084.87	+294.40	+294.37	+295.15	+294.40	+286.50	+286.06
   1085.78	+294.40	+294.37	+295.15	+294.40	+286.33	+286.06
   1086.69	+294.41	+294.36	+295.15	+294.40	+286.39	+286.07
   1087.59	+294.41	+294.37	+295.15	+294.40	+286.32	+286.12
   1088.49	+294.41	+294.36	+295.15	+294.40	+286.33	+285.94
   1089.40	+294.42	+294.36	+295.15	+294.40	+286.41	+285.98
   1090.30	+294.42	+294.37	+295.15	+294.40	+286.29	+285.95
   1091.21	+294.40	+294.37	+295.15	+294.40	+286.22	+285.94
   1092.11	+294.40	+294.37	+295.15	+294.40	+286.41	+286.08
   1093.02	+294.40	+294.37	+295.15	+294.40	+286.35	+286.01
   1093.92	+294.40	+294.37	+295.15	+294.40	+286.33	+286.10
   1094.83	+294.40	+294.37	+295.15	+294.40	+286.33	+286.11
   1095.73	+294.41	+294.37	+295.15	+294.40	+286.25	+286.05
   1096.64	+294.41	+294.37	+295.15	+294.40	+286.27	+285.87
   1097.54	+294.41	+294.37	+295.15	+294.40	+286.31	+285.82
   1098.44	+294.41	+294.37	+295.15	+294.40	+286.33	+285.84
   1099.35	+294.41	+294.37	+295.15	+294.40	+286.16	+285.96
   1100.25	+294.41	+294.37	+295.15	+294.40	+286.28	+286.10
   1101.15	+294.40	+294.37	+295.15	+294.39	+286.41	+286.27
   1102.06	+294.41	+294.37	+295.15	+294.40	+286.31	+286.11
   1102.96	+294.40	+294.37	+295.15	+294.40	+286.37	+286.21
   1103.87	+294.41	+294.37	+295.15	+294.40	+286.21	+285.99
   1104.77	+294.40	+294.37	+295.15	+294.40	+286.21	+285.88
   1105.68	+294.41	+294.37	+295.15	+294.40	+286.31	+285.82
   1106.58	+294.41	+294.37	+295.15	+294.40	+286.36	+285.89
   1107.49	+294.41	+294.37	+295.15	+294.40	+286.40	+285.74
   1108.39	+294.41	+294.37	+295.15	+294.40	+286.24	+285.93
   1109.30	+294.41	+294.37	+295.15	+294.40	+286.29	+286.05
   1110.20	+294.41	+294.37	+295.15	+294.40	+286.27	+285.97
   1111.11	+294.40	+294.37	+295.15	+294.40	+286.39	+286.08
   1112.01	+294.40	+294.37	+295.15	+294.40	+286.37	+286.07
   1112.92	+294.40	+294.37	+295.15	+294.40	+286.34	+286.01
   1113.82	+294.40	+294.37	+295.15	+294.40	+286.33	+285.92
   1114.73	+294.41	+294.37	+295.15	+294.40	+286.33	+285.96
   1115.63	+294.41	+294.37	+295.15	+294.40	+286.44	+285.99
   1116.54	+294.41	+294.37	+295.15	+294.40	+286.35	+285.94
   1117.44	+294.41	+294.37	+295.15	+294.40	+286.36	+286.08
   1118.35	+294.41	+294.37	+295.15	+294.40	+286.40	+285.82
   1119.25	+294.41	+294.37	+295.15	+294.40	+286.45	+286.04
   1120.16	+294.41	+294.37	+295.15	+294.39	+286.38	+286.14
   1121.06	+294.41	+294.37	+295.15	+294.39	+286.27	+286.02
   1121.97	+294.41	+294.37	+295.15	+294.39	+286.23	+286.01
   1122.87	+294.41	+294.37	+295.15	+294.39	+286.31	+285.96
   1123.78	+294.41	+294.37	+295.15	+294.40	+286.33	+285.97
   1124.68	+294.41	+294.37	+295.15	+294.40	+286.29	+285.75
   1125.58	+294.41	+294.37	+295.15	+294.40	+286.32	+285.80
   1126.49	+294.41	+294.37	+295.15	+294.40	+286.38	+285.77
   1127.39	+294.41	+294.37	+295.15	+294.40	+286.35	+285.95
   1128.29	+294.41	+294.37	+295.15	+294.40	+286.41	+286.09
   1129.20	+294.41	+294.37	+295.15	+294.40	+286.30	+286.05
   1130.11	+294.41	+294.37	+295.15	+294.40	+286.34	+286.14
   1131.01	+294.41	+294.37	+295.15	+294.40	+286.31	+286.25
   1131.92	+294.41	+294.37	+295.15	+294.40	+286.39	+286.06
   1132.82	+294.41	+294.37	+295.15	+294.40	+286.31	+285.99
   1133.72	+294.41	+294.37	+295.15	+294.40	+286.28	+286.05
   1134.63	+294.41	+294.37	+295.15	+294.40	+286.40	+285.97
   1135.53	+294.41	+294.37	+295.15	+294.40	+286.51	+286.05
   1136.44	+294.41	+294.37	+295.15	+294.40	+286.60	+286.09
   1137.34	+294.41	+294.37	+295.15	+294.40	+286.42	+285.97
   1138.25	+294.41	+294.37	+295.15	+294.40	+286.33	+286.01
   1139.15	+294.41	+294.37	+295.15	+294.40	+286.33	+286.05
   1140.06	+294.41	+294.37	+295.15	+294.40	+286.35	+286.07
   1140.97	+294.41	+294.37	+295.15	+294.40	+286.36	+286.14
   1141.87	+294.41	+294.37	+295.15	+294.40	+286.36	+286.09
   1142.77	+294.41	+294.37	+295.15	+294.40	+286.33	+286.01
   1143.68	+294.41	+294.37	+295.15	+294.40	+286.53	+286.11
   1144.58	+294.41	+294.37	+295.15	+294.40	+286.38	+286.13
   1145.49	+294.41	+294.37	+295.15	+294.40	+286.33	+286.12
   1146.39	+294.41	+294.37	+295.14	+294.40	+286.28	+286.07
   1147.30	+294.41	+294.37	+295.15	+294.40	+286.38	+285.99
   1148.20	+294.41	+294.37	+295.16	+294.40	+286.25	+286.02
   1149.11	+294.41	+294.37	+295.15	+294.40	+286.36	+286.06
   1150.02	+294.41	+294.37	+295.15	+294.40	+286.27	+286.00
   1150.92	+294.41	+294.37	+295.15	+294.40	+286.34	+286.17
   1151.83	+294.41	+294.37	+295.14	+294.40	+286.36	+286.14
   1152.73	+294.41	+294.37	+295.14	+294.40	+286.32	+286.06
   1153.64	+294.41	+294.37	+295.14	+294.40	+286.36	+285.94
   1154.54	+294.41	+294.37	+295.14	+294.40	+286.36	+286.07
   1155.45	+294.41	+294.37	+295.14	+294.40	+286.33	+286.05
   1156.35	+294.41	+294.37	+295.14	+294.40	+286.33	+285.95
   1157.26	+294.41	+294.37	+295.15	+294.40	+286.33	+285.89
   1158.16	+294.41	+294.37	+295.15	+294.40	+286.29	+286.06
   1159.07	+294.41	+294.37	+295.15	+294.40	+286.40	+285.97
   1159.97	+294.41	+294.37	+295.15	+294.40	+286.29	+286.22
   1160.88	+294.41	+294.37	+295.15	+294.40	+286.36	+285.94
   1161.78	+294.41	+294.37	+295.15	+294.40	+286.41	+286.17
   1162.69	+294.41	+294.37	+295.14	+294.40	+286.51	+286.07
   1163.59	+294.41	+294.37	+295.14	+294.40	+286.41	+286.05
   1164.50	+294.41	+294.37	+295.14	+294.40	+286.53	+286.15
   1165.40	+294.41	+294.37	+295.14	+294.40	+286.44	+286.06
   1166.31	+294.41	+294.37	+295.15	+294.40	+286.33	+285.99
   1167.22	+294.41	+294.37	+295.16	+294.40	+286.33	+286.05
   1168.12	+294.41	+294.37	+295.16	+294.40	+286.43	+286.19
   1169.03	+294.41	+294.37	+295.15	+294.40	+286.49	+286.12
   1169.93	+294.41	+294.37	+295.15	+294.40	+286.37	+286.15
   1170.84	+294.41	+294.37	+295.14	+294.40	+286.47	+286.14
   1171.74	+294.41	+294.37	+295.14	+294.40	+286.38	+286.05
   1172.65	+294.41	+294.37	+295.14	+294.40	+286.44	+286.14
   1173.55	+294.41	+294.37	+295.14	+294.40	+286.38	+286.19
   1174.46	+294.41	+294.37	+295.15	+294.40	+286.33	+285.86
   1175.36	+294.41	+294.37	+295.14	+294.40	+286.39	+285.92
   1176.28	+294.41	+294.37	+295.15	+294.40	+286.33	+285.92
   1177.18	+294.41	+294.37	+295.15	+294.40	+286.44	+286.12
   1178.09	+294.41	+294.37	+295.15	+294.40	+286.50	+286.17
   1178.99	+294.41	+294.37	+295.15	+294.40	+286.38	+286.30
   1179.90	+294.41	+294.37	+295.15	+294.40	+286.29	+286.13
   1180.80	+294.41	+294.37	+295.15	+294.40	+286.35	+286.22
   1181.71	+294.41	+294.37	+295.15	+294.40	+286.50	+286.08
   1182.61	+294.41	+294.37	+295.15	+294.40	+286.42	+286.04
   1183.52	+294.41	+294.37	+295.14	+294.40	+286.36	+286.01
   1184.42	+294.41	+294.37	+295.14	+294.40	+286.25	+285.94
   1185.33	+294.41	+294.37	+295.15	+294.40	+286.37	+285.79
   1186.23	+294.41	+294.37	+295.16	+294.40	+286.35	+285.95
   1187.14	+294.41	+294.37	+295.15	+294.40	+286.34	+286.01
   1188.04	+294.41	+294.37	+295.15	+294.40	+286.41	+285.99
   1188.95	+294.41	+294.36	+295.15	+294.40	+286.34	+286.19
   1189.85	+294.41	+294.36	+295.15	+294.40	+286.52	+286.23
   1190.76	+294.41	+294.37	+295.14	+294.40	+286.35	+286.05
   1191.66	+294.41	+294.37	+295.15	+294.40	+286.48	+285.97
   1192.57	+294.41	+294.37	+295.15	+294.40	+286.30	+286.02
   1193.47	+294.41	+294.38	+295.15	+294.40	+286.35	+285.98
   1194.38	+294.41	+294.37	+295.15	+294.40	+286.33	+285.85
   1195.29	+294.41	+294.36	+295.15	+294.40	+286.44	+285.93
   1196.19	+294.41	+294.37	+295.15	+294.40	+286.44	+286.11
   1197.10	+294.41	+294.37	+295.15	+294.40	+286.38	+286.10
   1198.00	+294.41	+294.37	+295.15	+294.40	+286.39	+286.33
   1198.91	+294.41	+294.37	+295.15	+294.40	+286.38	+286.15
   1199.81	+294.41	+294.37	+295.15	+294.40	+286.42	+286.30
   1200.72	+294.41	+294.37	+295.15	+294.40	+286.48	+286.21
   1201.62	+294.41	+294.37	+295.15	+294.40	+286.35	+286.09
   1202.53	+294.41	+294.37	+295.15	+294.40	+286.46	+285.89
   1203.43	+294.41	+294.37	+295.15	+294.40	+286.37	+285.78
   1204.34	+294.41	+294.36	+295.15	+294.40	+286.25	+286.02
   1205.24	+294.41	+294.36	+295.15	+294.40	+286.50	+286.06
   1206.15	+294.41	+294.37	+295.15	+294.40	+286.47	+286.16
   1207.05	+294.41	+294.36	+295.15	+294.40	+286.47	+286.19
   1207.96	+294.41	+294.36	+295.15	+294.40	+286.35	+286.17
   1208.86	+294.41	+294.38	+295.15	+294.40	+286.44	+286.26
   1209.77	+294.41	+294.38	+295.15	+294.40	+286.34	+286.07
   1210.67	+294.41	+294.38	+295.15	+294.40	+286.47	+286.15
   1211.58	+294.41	+294.38	+295.15	+294.40	+286.41	+286.11
   1212.49	+294.41	+294.38	+295.15	+294.40	+286.36	+286.05
   1213.39	+294.41	+294.38	+295.15	+294.40	+286.25	+286.05
   1214.30	+294.41	+294.36	+295.15	+294.40	+286.45	+286.01
   1215.20	+294.41	+294.36	+295.15	+294.40	+286.41	+286.08
   1216.11	+294.41	+294.36	+295.15	+294.40	+286.50	+286.20
   1217.01	+294.41	+294.36	+295.15	+294.40	+286.35	+286.03
   1217.92	+294.42	+294.36	+295.15	+294.40	+286.27	+286.09
   1218.82	+294.41	+294.38	+295.15	+294.40	+286.39	+286.05
   1219.73	+294.41	+294.38	+295.15	+294.40	+286.43	+286.15
   1220.63	+294.41	+294.38	+295.15	+294.40	+286.45	+286.27
   1221.54	+294.41	+294.37	+295.15	+294.40	+286.50	+286.21
   1222.45	+294.41	+294.37	+295.15	+294.40	+286.42	+286.10
   1223.35	+294.41	+294.37	+295.15	+294.40	+286.39	+285.93
   1224.26	+294.41	+294.37	+295.15	+294.40	+286.52	+286.09
   1225.16	+294.41	+294.37	+295.15	+294.40	+286.42	+286.05
   1226.06	+294.41	+294.37	+295.15	+294.40	+286.36	+286.09
   1226.97	+294.41	+294.36	+295.15	+294.40	+286.44	+286.06
   1227.88	+294.41	+294.37	+295.15	+294.40	+286.36	+286.09
   1228.78	+294.41	+294.37	+295.15	+294.40	+286.28	+286.08
   1229.69	+294.41	+294.38	+295.15	+294.40	+286.41	+286.02
   1230.59	+294.41	+294.38	+295.15	+294.40	+286.38	+286.05
   1231.50	+294.41	+294.38	+295.15	+294.40	+286.42	+286.05
   1232.40	+294.41	+294.38	+295.15	+294.40	+286.35	+286.07
   1233.31	+294.41	+294.36	+295.15	+294.40	+286.33	+286.07
   1234.21	+294.41	+294.36	+295.15	+294.40	+286.36	+286.03
   1235.12	+294.41	+294.36	+295.15	+294.40	+286.47	+286.09
   1236.02	+294.42	+294.36	+295.15	+294.40	+286.28	+286.15
   1236.93	+294.42	+294.37	+295.15	+294.40	+286.35	+286.03
   1237.83	+294.41	+294.37	+295.15	+294.40	+286.24	+285.93
   1238.74	+294.41	+294.37	+295.15	+294.40	+286.25	+285.85
   1239.65	+294.41	+294.37	+295.15	+294.40	+286.25	+285.97
   1240.55	+294.41	+294.37	+295.15	+294.40	+286.30	+286.03
   1241.46	+294.41	+294.37	+295.15	+294.40	+286.43	+285.99
   1242.36	+294.42	+294.37	+295.15	+294.40	+286.40	+286.05
   1243.27	+294.41	+294.37	+295.15	+294.40	+286.42	+285.97
   1244.17	+294.42	+294.37	+295.15	+294.40	+286.46	+285.99
   1245.08	+294.41	+294.37	+295.15	+294.40	+286.36	+285.98
   1245.98	+294.41	+294.37	+295.15	+294.40	+286.34	+285.93
   1246.89	+294.41	+294.37	+295.15	+294.40	+286.21	+286.02
   1247.79	+294.41	+294.37	+295.15	+294.40	+286.31	+286.07
   1248.70	+294.41	+294.37	+295.15	+294.40	+286.38	+286.18
   1249.60	+294.41	+294.37	+295.15	+294.40	+286.31	+286.18
   1250.51	+294.41	+294.37	+295.15	+294.40	+286.33	+286.11
   1251.42	+294.41	+294.37	+295.15	+294.40	+286.36	+286.09
   1252.32	+294.42	+294.37	+295.15	+294.40	+286.41	+285.97
   1253.23	+294.42	+294.37	+295.15	+294.40	+286.38	+285.78
   1254.13	+294.42	+294.37	+295.15	+294.40	+286.25	+285.85
   1255.04	+294.42	+294.37	+295.15	+294.40	+286.23	+285.97
   1255.94	+294.42	+294.37	+295.15	+294.40	+286.51	+286.00
   1256.85	+294.41	+294.37	+295.15	+294.40	+286.38	+285.96
   1257.75	+294.41	+294.37	+295.15	+294.40	+286.29	+286.05
   1258.66	+294.41	+294.37	+295.15	+294.40	+286.38	+286.08
   1259.56	+294.41	+294.37	+295.15	+294.40	+286.25	+286.00
   1260.47	+294.41	+294.37	+295.15	+294.40	+286.36	+285.97
   1261.37	+294.42	+294.37	+295.15	+294.40	+286.25	+286.04
   1262.28	+294.42	+294.37	+295.15	+294.40	+286.38	+285.84
   1263.18	+294.42	+294.37	+295.15	+294.40	+286.43	+286.09
   1264.09	+294.42	+294.37	+295.15	+294.40	+286.44	+286.03
   1264.99	+294.42	+294.37	+295.15	+294.40	+286.35	+285.92
   1265.90	+294.41	+294.37	+295.15	+294.40	+286.31	+286.01
   1266.81	+294.41	+294.37	+295.15	+294.40	+286.44	+286.15
   1267.72	+294.41	+294.37	+295.15	+294.40	+286.50	+286.24
   1268.62	+294.41	+294.37	+295.15	+294.40	+286.38	+286.10
   1269.53	+294.41	+294.37	+295.15	+294.40	+286.27	+286.01
   1270.43	+294.41	+294.37	+295.15	+294.40	+286.40	+286.00
   1271.34	+294.42	+294.37	+295.15	+294.40	+286.26	+285.76
   1272.24	+294.42	+294.37	+295.15	+294.40	+286.31	+285.78
   1273.15	+294.42	+294.37	+295.15	+294.40	+286.41	+285.95
   1274.05	+294.42	+294.37	+295.15	+294.40	+286.29	+285.99
   1274.96	+294.42	+294.37	+295.15	+294.40	+286.23	+286.13
   1275.87	+294.41	+294.37	+295.15	+294.40	+286.50	+286.22
   1276.77	+294.41	+294.37	+295.15	+294.40	+286.47	+286.22
   1277.68	+294.41	+294.37	+295.15	+294.40	+286.42	+286.26
   1278.58	+294.41	+294.37	+295.15	+294.40	+286.34	+285.96
   1279.49	+294.41	+294.37	+295.15	+294.40	+286.37	+286.08
   1280.39	+294.42	+294.37	+295.15	+294.40	+286.35	+285.96
   1281.30	+294.42	+294.37	+295.15	+294.40	+286.34	+285.97
   1282.20	+294.42	+294.37	+295.15	+294.40	+286.38	+285.89
   1283.11	+294.42	+294.37	+295.15	+294.40	+286.33	+286.02
   1284.01	+294.42	+294.37	+295.15	+294.40	+286.33	+285.95
   1284.92	+294.42	+294.37	+295.15	+294.40	+286.43	+286.02
   1285.82	+294.41	+294.37	+295.15	+294.40	+286.40	+286.24
   1286.73	+294.41	+294.37	+295.15	+294.40	+286.47	+286.16
   1287.63	+294.41	+294.37	+295.15	+294.40	+286.47	+286.35
   1288.54	+294.41	+294.37	+295.15	+294.40	+286.36	+286.11
   1289.44	+294.41	+294.37	+295.15	+294.40	+286.32	+285.98
   1290.35	+294.42	+294.37	+295.15	+294.40	+286.29	+285.82
   1291.25	+294.42	+294.37	+295.15	+294.40	+286.33	+285.97
   1292.16	+294.42	+294.37	+295.15	+294.40	+286.34	+285.94
   1293.06	+294.41	+294.37	+295.15	+294.40	+286.33	+286.08
   1293.97	+294.41	+294.37	+295.15	+294.40	+286.31	+286.11
   1294.88	+294.41	+294.37	+295.15	+294.40	+286.41	+286.01
   1295.78	+294.41	+294.37	+295.15	+294.40	+286.47	+286.19
   1296.69	+294.41	+294.37	+295.15	+294.40	+286.34	+286.03
   1297.59	+294.41	+294.37	+295.15	+294.40	+286.33	+286.07
   1298.50	+294.41	+294.37	+295.15	+294.40	+286.35	+286.04
   1299.40	+294.42	+294.37	+295.15	+294.40	+286.41	+286.02
   1300.31	+294.41	+294.37	+295.15	+294.40	+286.39	+285.99
   1301.21	+294.41	+294.37	+295.15	+294.40	+286.41	+285.97
   1302.12	+294.41	+294.37	+295.15	+294.40	+286.38	+285.97
   1303.02	+294.41	+294.37	+295.15	+294.40	+286.30	+285.99
   1303.93	+294.41	+294.37	+295.15	+294.40	+286.27	+286.01
   1304.83	+294.41	+294.37	+295.15	+294.40	+286.25	+285.94
   1305.74	+294.41	+294.37	+295.15	+294.40	+286.39	+286.11
   1306.64	+294.41	+294.37	+295.15	+294.40	+286.47	+286.07
   1307.55	+294.41	+294.37	+295.15	+294.40	+286.31	+286.10
   1308.45	+294.41	+294.37	+295.15	+294.40	+286.38	+286.07
   1309.36	+294.41	+294.37	+295.15	+294.40	+286.40	+285.88
   1310.26	+294.42	+294.37	+295.15	+294.40	+286.42	+286.02
   1311.17	+294.42	+294.37	+295.15	+294.40	+286.32	+285.86
   1312.08	+294.41	+294.37	+295.15	+294.40	+286.36	+286.08
   1312.98	+294.41	+294.37	+295.15	+294.40	+286.37	+286.06
   1313.89	+294.41	+294.37	+295.15	+294.40	+286.29	+285.96
   1314.79	+294.41	+294.37	+295.15	+294.40	+286.41	+286.10
   1315.70	+294.41	+294.37	+295.15	+294.40	+286.33	+286.09
   1316.60	+294.41	+294.37	+295.15	+294.40	+286.38	+286.26
   1317.51	+294.41	+294.37	+295.15	+294.40	+286.39	+286.09
   1318.42	+294.41	+294.37	+295.15	+294.40	+286.29	+286.14
   1319.33	+294.41	+294.37	+295.15	+294.40	+286.43	+286.11
   1320.50	+294.42	+294.37	+295.15	+294.40	+286.43	+286.05
   1321.51	+294.41	+294.37	+295.15	+294.40	+286.31	+286.09
   1322.50	+294.41	+294.37	+295.15	+294.40	+286.30	+286.11
   1323.48	+294.41	+294.37	+295.15	+294.40	+286.36	+286.11
   1324.46	+294.42	+294.37	+295.15	+294.40	+286.36	+286.17
   1325.44	+294.41	+294.37	+295.15	+294.40	+286.37	+286.09
   1326.42	+294.41	+294.37	+295.15	+294.40	+286.31	+286.00
   1327.40	+294.41	+294.37	+295.15	+294.40	+286.41	+285.98
   1328.37	+294.41	+294.37	+295.15	+294.40	+286.48	+286.16
   1329.36	+294.41	+294.37	+295.15	+294.40	+286.37	+286.17
   1330.35	+294.41	+294.37	+295.15	+294.40	+286.42	+286.01
   1331.33	+294.41	+294.37	+295.15	+294.40	+286.49	+286.13
   1332.31	+294.41	+294.37	+295.15	+294.40	+286.46	+286.11
   1333.29	+294.41	+294.37	+295.15	+294.40	+286.39	+286.21
   1334.25	+294.41	+294.37	+295.15	+294.40	+286.52	+286.07
   1335.22	+294.41	+294.37	+295.15	+294.40	+286.52	+286.10
   1336.19	+294.41	+294.37	+295.15	+294.40	+286.55	+286.20
   1337.16	+294.41	+294.37	+295.15	+294.40	+286.48	+286.05
   1338.13	+294.41	+294.37	+295.15	+294.40	+286.47	+285.96
   1339.10	+294.41	+294.37	+295.15	+294.40	+286.41	+286.02
   1340.07	+294.41	+294.37	+295.15	+294.40	+286.37	+286.11
   1341.04	+294.41	+294.37	+295.15	+294.40	+286.42	+285.95
   1342.00	+294.41	+294.37	+295.16	+294.40	+286.50	+286.08
   1342.96	+294.41	+294.37	+295.16	+294.40	+286.33	+286.14
   1343.93	+294.41	+294.37	+295.16	+294.40	+286.44	+285.97
   1344.90	+294.41	+294.37	+295.16	+294.40	+286.42	+286.12
   1345.86	+294.41	+294.37	+295.16	+294.40	+286.42	+286.13
   1346.83	+294.41	+294.37	+295.16	+294.40	+286.40	+286.14
   1347.80	+294.41	+294.37	+295.16	+294.40	+286.68	+286.23
   1348.76	+294.41	+294.37	+295.16	+294.40	+286.36	+286.16
   1349.74	+294.41	+294.37	+295.16	+294.40	+286.38	+286.14
   1350.71	+294.41	+294.37	+295.16	+294.40	+286.66	+286.18
   1351.68	+294.41	+294.37	+295.15	+294.40	+286.56	+286.20
   1352.65	+294.42	+294.37	+295.16	+294.40	+286.44	+286.35
   1353.62	+294.42	+294.37	+295.16	+294.40	+286.57	+286.40
   1354.58	+294.41	+294.37	+295.15	+294.40	+286.47	+286.19
   1355.55	+294.42	+294.37	+295.15	+294.40	+286.32	+286.29
   1356.52	+294.42	+294.37	+295.15	+294.40	+286.34	+286.27
   1357.48	+294.42	+294.37	+295.15	+294.40	+286.45	+286.33
   1358.45	+294.41	+294.37	+295.15	+294.40	+286.40	+286.29
   1359.41	+294.42	+294.38	+295.15	+294.40	+286.41	+286.15
   1360.32	+294.41	+294.38	+295.15	+294.40	+286.38	+286.09
   1361.28	+294.42	+294.38	+295.15	+294.40	+286.47	+286.15
   1362.21	+294.42	+294.38	+295.15	+294.40	+286.52	+286.09
   1363.13	+294.41	+294.38	+295.15	+294.40	+286.42	+286.04
   1364.07	+294.42	+294.38	+295.15	+294.40	+286.43	+286.06
   1365.38	+294.42	+294.38	+295.15	+294.40	+286.52	+286.12
   1366.30	+294.42	+294.38	+295.15	+294.40	+286.37	+286.04
   1367.21	+294.42	+294.38	+295.15	+294.40	+286.48	+286.15
   1368.12	+294.41	+294.38	+295.15	+294.40	+286.41	+286.11
   1369.02	+294.42	+294.37	+295.16	+294.40	+286.46	+286.19
   1369.93	+294.42	+294.37	+295.16	+294.40	+286.45	+286.10
   1370.84	+294.42	+294.37	+295.15	+294.40	+286.57	+286.13
   1372.02	+294.42	+294.37	+295.16	+294.40	+286.57	+285.96
   1372.96	+294.42	+294.37	+295.15	+294.40	+286.44	+286.12
   1373.89	+294.41	+294.37	+295.15	+294.40	+286.41	+286.11
   1374.80	+294.41	+294.37	+295.16	+294.40	+286.44	+286.17
   1375.71	+294.42	+294.37	+295.15	+294.40	+286.38	+286.10
   1376.62	+294.42	+294.37	+295.15	+294.40	+286.39	+286.26
   1377.52	+294.42	+294.38	+295.15	+294.40	+286.40	+286.16
   1378.43	+294.42	+294.38	+295.15	+294.40	+286.45	+286.15
   1379.33	+294.42	+294.38	+295.15	+294.40	+286.55	+286.04
   1380.24	+294.42	+294.38	+295.15	+294.40	+286.36	+286.24
   1381.14	+294.42	+294.38	+295.15	+294.40	+286.48	+285.96
   1382.05	+294.42	+294.37	+295.15	+294.40	+286.49	+286.05
   1382.95	+294.42	+294.37	+295.15	+294.40	+286.54	+286.12
   1383.86	+294.42	+294.37	+295.15	+294.40	+286.38	+286.07
   1384.87	+294.42	+294.37	+295.15	+294.40	+286.36	+286.11
   1386.05	+294.41	+294.37	+295.15	+294.40	+286.32	+286.12
   1387.03	+294.42	+294.37	+295.15	+294.40	+286.49	+286.08
   1388.01	+294.42	+294.37	+295.15	+294.40	+286.42	+286.05
   1388.99	+294.42	+294.37	+295.15	+294.40	+286.62	+286.09
   1389.97	+294.42	+294.37	+295.15	+294.40	+286.44	+286.23
   1390.94	+294.42	+294.37	+295.15	+294.40	+286.44	+285.99
   1391.89	+294.42	+294.37	+295.15	+294.40	+286.53	+286.11
